,Method,Avg Train Time,Avg Test Time,Avg Test Regret,Test B&B Nodes Count
0,2s,1.6331209182739257,19.274186968803406,0.12124212690040337,1.0023
1,cave,124.37731928825379,19.00966317653656,0.07349684674614435,1.0035
2,cave+,102.56748013496399,18.98604562282562,0.06197644263713453,1.0043
3,caveh,31.978454208374025,18.471682810783385,0.07688894133069582,1.0023
4,spo+,184.88087432384492,17.772092294692992,0.05947442021139278,1.0033999999999998
5,spo+_rel,50.379667210578916,18.2764794588089,0.0774921585493799,1.0036
6,pfyl,206.0276961326599,21.251204085350036,0.06561003651940855,1.0019
7,pfyl_rel,54.908345794677736,18.847155261039735,0.09151430743759685,1.0046000000000002
8,nce,24.48120472431183,20.143352150917053,1.0283144254956356,1.0023
